FFP_DATE,LOAD_TIME,FLIGHT_COUNT,SEG_KM_SUM,LAST_TO_END,avg_discount
2009/9/1,2014/3/31,7,12513,1,0.624807001
2009/4/1,2014/3/31,19,14419,194,0.542163812
2012/12/29,2014/3/31,5,12303,186,0.635382427
2013/1/4,2014/3/31,7,10528,121,0.742416413
2012/4/30,2014/3/31,8,14105,342,0.554140376
2006/1/7,2014/3/31,4,9318,50,0.838794806
2011/6/26,2014/3/31,7,9832,452,0.794873881
2006/12/21,2014/3/31,11,9690,371,0.806511868
2010/1/11,2014/3/31,9,9480,122,0.824353376
2009/3/6,2014/3/31,11,10730,83,0.728292637
2009/8/12,2014/3/31,6,10418,358,0.750086389
2009/4/4,2014/3/31,8,10694,162,0.730701328
2008/4/29,2014/3/31,7,11765,597,0.664164896
2012/2/7,2014/3/31,9,9254,108,0.84434947
2012/11/13,2014/3/31,9,11591,21,0.674103184
2006/3/24,2014/3/31,8,13531,29,0.577431823
2011/10/27,2014/3/31,7,9004,397,0.867747668
2012/3/9,2014/3/31,10,11576,18,0.674943849
2006/10/20,2014/3/31,5,8599,366,0.908559135
2011/5/1,2014/3/31,8,10685,49,0.731173608
2009/3/29,2014/3/31,8,12836,20,0.608603147
2012/11/15,2014/3/31,7,11241,168,0.694934614
2012/8/4,2014/3/31,9,12664,152,0.616845389
2010/6/5,2014/3/31,6,11886,138,0.657204274
2008/3/22,2014/3/31,6,11977,2,0.652165818
2009/1/26,2014/3/31,9,14443,8,0.540808696
2005/1/1,2014/3/31,3,11001,2,0.71
2007/8/5,2014/3/31,5,9947,264,0.785191515
2011/1/13,2014/3/31,13,18192,6,0.42932113
2012/8/17,2014/3/31,5,9378,526,0.832821497
2007/12/19,2014/3/31,15,10322,102,0.756635342
2012/7/27,2014/3/31,4,14596,37,0.535
2011/2/1,2014/3/31,8,11344,90,0.688357722
2006/4/28,2014/3/31,6,11165,590,0.699350649
2008/12/20,2014/3/31,7,13688,410,0.570375511
2009/3/19,2014/3/31,10,11768,544,0.663332767
2010/1/9,2014/3/31,13,12851,449,0.607407984
2009/1/30,2014/3/31,12,8491,204,0.919255682
2011/11/21,2014/3/31,10,13656,49,0.571537786
2011/9/22,2014/3/31,11,14638,342,0.533167099
2013/3/6,2014/3/31,5,9801,44,0.796288134
2008/6/24,2014/3/31,7,11962,61,0.652393412
2008/4/4,2014/3/31,10,12866,10,0.606524172
2012/11/14,2014/3/31,6,13469,95,0.579367436
2009/1/22,2014/3/31,2,16254,34,0.48
2006/12/1,2014/3/31,2,16254,45,0.48
2007/12/20,2014/3/31,12,11838,105,0.65901926
2010/3/13,2014/3/31,5,5755,194,1.355570808
2007/8/22,2014/3/31,9,12133,468,0.642957224
2010/12/28,2014/3/31,9,12128,57,0.643182718
2008/9/25,2014/3/31,12,13741,34,0.567652281
2011/5/29,2014/3/31,8,11121,52,0.70137128
2007/4/4,2014/3/31,14,12460,241,0.625987961
2011/1/15,2014/3/31,6,9304,49,0.838230868
2012/3/30,2014/3/31,8,11617,312,0.671287768
2008/7/10,2014/3/31,10,12771,270,0.610573957
2009/10/25,2014/3/31,10,13442,76,0.580077369
2008/11/27,2014/3/31,8,10535,625,0.740137636
2007/6/25,2014/3/31,14,13550,124,0.575447232
2008/12/31,2014/3/31,6,7377,337,1.056960824
2012/3/20,2014/3/31,10,14495,400,0.537909624
2008/3/4,2014/3/31,9,9363,253,0.832734166
2009/11/3,2014/3/31,4,10572,26,0.7375
2013/1/26,2014/3/31,4,8712,259,0.894935721
2011/7/20,2014/3/31,9,13715,148,0.568477579
2012/3/12,2014/3/31,7,10272,136,0.759016745
2013/1/1,2014/3/31,8,16049,187,0.485795377
2013/2/13,2014/3/31,9,10125,138,0.769941728
2011/5/15,2014/3/31,8,12143,33,0.641913036
2011/3/24,2014/3/31,6,10381,165,0.750796648
2006/5/7,2014/3/31,5,10315,3,0.755522055
2012/7/1,2014/3/31,13,16714,69,0.46625703
2012/1/21,2014/3/31,8,8952,123,0.870527256
2013/3/12,2014/3/31,8,9977,217,0.781077478
2012/5/15,2014/3/31,10,9994,245,0.779735842
2009/1/25,2014/3/31,6,10264,74,0.759217654
2013/3/2,2014/3/31,7,10309,72,0.755899699
2007/7/14,2014/3/31,8,9946,225,0.783420471
2012/4/27,2014/3/31,11,10527,548,0.740163389
2008/9/20,2014/3/31,7,11199,57,0.695720154
2012/3/14,2014/3/31,18,11170,15,0.697471799
2012/1/27,2014/3/31,8,8183,214,0.952066479
2011/7/27,2014/3/31,8,12222,139,0.637393225
2006/2/18,2014/3/31,5,7515,341,1.036606786
2012/6/6,2014/3/31,5,11290,442,0.69
2010/12/29,2014/3/31,8,8844,12,0.88079602
2011/12/10,2014/3/31,9,14033,403,0.555098696
2012/11/24,2014/3/31,14,11516,13,0.67640066
2011/9/19,2014/3/31,17,14518,157,0.536502962
2008/10/27,2014/3/31,12,10386,6,0.749932602
2010/2/15,2014/3/31,11,10249,133,0.759953166
2008/7/3,2014/3/31,16,12938,589,0.60199799
2013/3/5,2014/3/31,8,11728,5,0.664086801
2012/4/1,2014/3/31,11,16796,186,0.463692546
2010/3/23,2014/3/31,15,13238,12,0.588281462
2011/3/31,2014/3/31,7,10433,106,0.746435349
2012/7/22,2014/3/31,6,9006,18,0.864691317
2011/1/7,2014/3/31,10,13657,19,0.57021381
2011/9/29,2014/3/31,4,9611,390,0.810165435
2013/1/14,2014/3/31,6,12852,421,0.60577342
2011/9/17,2014/3/31,11,15706,43,0.495602954
2010/9/4,2014/3/31,10,12141,79,0.641051808
2006/12/1,2014/3/31,9,12319,163,0.631723354
2011/8/14,2014/3/31,9,11718,220,0.664123571
2009/1/19,2014/3/31,6,7775,70,1.000891318
2011/4/18,2014/3/31,10,12201,123,0.637769035
2007/2/6,2014/3/31,5,10295,137,0.755785333
2011/7/26,2014/3/31,7,14596,236,0.533041244
2011/5/10,2014/3/31,10,9605,99,0.810008329
2007/8/22,2014/3/31,5,8552,218,0.90974275
2012/3/24,2014/3/31,15,15842,70,0.491093296
2007/12/3,2014/3/31,9,10720,48,0.72569403
2010/5/10,2014/3/31,6,12080,208,0.643933775
2009/3/9,2014/3/31,7,10240,65,0.759599609
2007/12/2,2014/3/31,8,10342,40,0.752084703
2011/2/24,2014/3/31,7,11377,111,0.683610794
2012/11/25,2014/3/31,4,7641,90,1.017802644
2012/11/22,2014/3/31,4,11946,224,0.650967688
2011/12/21,2014/3/31,13,14490,34,0.536648723
2012/8/6,2014/3/31,7,11312,5,0.687394802
2008/8/11,2014/3/31,8,14180,2,0.54833921
2009/11/21,2014/3/31,8,13931,319,0.55809705
2013/3/20,2014/3/31,8,11269,150,0.689924572
2008/8/29,2014/3/31,11,11786,43,0.659660614
2008/6/27,2014/3/31,8,10759,281,0.72257273
2012/11/23,2014/3/31,5,9176,63,0.847159983
2011/5/18,2014/3/31,6,9201,70,0.844817955
2011/6/6,2014/3/31,5,8612,134,0.902551092
2011/9/9,2014/3/31,6,10945,238,0.71012974
2011/3/8,2014/3/31,11,11132,53,0.698198886
2010/1/17,2014/3/31,17,10434,18,0.744893617
2009/8/17,2014/3/31,13,10621,116,0.731770078
2009/11/26,2014/3/31,4,7772,420,1
2012/3/7,2014/3/31,10,11677,105,0.665555365
2008/9/2,2014/3/31,7,11937,2,0.6510413
2012/8/2,2014/3/31,10,15492,32,0.501642783
2012/10/29,2014/3/31,9,13187,15,0.589325851
2007/3/6,2014/3/31,13,11444,68,0.679069381
2006/8/1,2014/3/31,13,9346,18,0.831444468
2013/3/21,2014/3/31,4,10572,73,0.735
2008/3/19,2014/3/31,12,11921,48,0.651820317
2012/2/11,2014/3/31,2,8910,528,0.872020202
2010/9/13,2014/3/31,6,11269,110,0.689472003
2009/12/18,2014/3/31,6,8539,15,0.909892259
2009/12/23,2014/3/31,4,8170,104,0.950844553
2011/10/10,2014/3/31,9,10722,12,0.724515016
2006/5/15,2014/3/31,12,11584,137,0.670461844
2011/5/26,2014/3/31,14,11186,95,0.694285714
2006/3/23,2014/3/31,5,8028,8,0.967326856
2012/7/19,2014/3/31,7,12831,11,0.605194451
2011/1/13,2014/3/31,10,12376,17,0.627426471
2013/1/22,2014/3/31,7,8819,74,0.880386665
2012/1/1,2014/3/31,11,11637,177,0.667151328
2009/10/29,2014/3/31,5,10236,365,0.758401719
2010/9/29,2014/3/31,4,8392,611,0.925
2012/5/23,2014/3/31,8,14309,12,0.542494933
2008/9/13,2014/3/31,16,17480,11,0.444070366
2012/1/9,2014/3/31,13,10085,180,0.769691621
2011/9/15,2014/3/31,7,10208,29,0.760412422
2012/11/21,2014/3/31,15,10858,1,0.714813962
2007/4/9,2014/3/31,11,13623,234,0.569709315
2012/7/8,2014/3/31,8,11300,196,0.686823009
2012/4/15,2014/3/31,9,11236,6,0.690733357
2012/12/14,2014/3/31,9,10848,95,0.715424041
2011/12/14,2014/3/31,11,9313,340,0.833329754
2006/3/30,2014/3/31,6,10932,222,0.709907611
2005/6/2,2014/3/31,8,15698,172,0.494373169
2012/9/24,2014/3/31,10,9851,145,0.787802254
2010/11/17,2014/3/31,10,12046,4,0.644213847
2012/12/14,2014/3/31,16,13371,14,0.580358986
2012/9/25,2014/3/31,7,14840,125,0.52290903
2010/12/29,2014/3/31,5,10519,63,0.737661375
2009/8/18,2014/3/31,8,10426,27,0.744240361
2011/7/16,2014/3/31,20,12195,76,0.636185322
2009/11/25,2014/3/31,12,12825,140,0.6048
2009/9/20,2014/3/31,9,11931,33,0.650078786
2011/12/15,2014/3/31,8,9885,103,0.784629236
2007/8/23,2014/3/31,6,12194,336,0.63597671
2006/1/31,2014/3/31,10,6930,23,1.119033189
2011/10/18,2014/3/31,9,10754,9,0.721074949
2012/4/5,2014/3/31,9,9709,37,0.798667216
2005/5/15,2014/3/31,6,10487,49,0.739411653
2011/9/24,2014/3/31,13,9364,26,0.828007262
2012/9/3,2014/3/31,10,9666,63,0.802131181
2009/7/18,2014/3/31,14,13836,44,0.560321625
2011/9/21,2014/3/31,11,14398,14,0.538434505
2010/11/11,2014/3/31,7,9361,224,0.828150839
2009/12/16,2014/3/31,11,9483,133,0.817468101
2011/9/6,2014/3/31,3,9690,638,0.8
2011/7/13,2014/3/31,8,7942,225,0.975975825
2010/11/19,2014/3/31,4,10702,132,0.724250607
2012/1/10,2014/3/31,7,13769,30,0.562857143
2007/6/17,2014/3/31,8,10907,14,0.710524434
2008/11/25,2014/3/31,8,12672,319,0.61155303
2006/12/15,2014/3/31,9,9715,99,0.797664436
2007/4/28,2014/3/31,7,9747,149,0.79503437
2007/11/19,2014/3/31,10,11446,139,0.677013804
2008/12/18,2014/3/31,13,9058,27,0.855468095
2013/3/23,2014/3/31,3,11508,141,0.673333333
2011/12/22,2014/3/31,7,8942,82,0.866517558
2011/4/30,2014/3/31,19,17173,437,0.451182088
2010/3/1,2014/3/31,7,15711,96,0.49314684
2006/1/21,2014/3/31,5,6583,372,1.176910223
2009/12/25,2014/3/31,7,14539,36,0.532857143
2010/5/18,2014/3/31,4,7837,542,0.988541534
2012/12/5,2014/3/31,6,11102,245,0.697775176
2013/1/11,2014/3/31,8,20249,4,0.382547286
2012/8/24,2014/3/31,9,11882,31,0.651920552
2010/6/12,2014/3/31,5,10469,236,0.739879645
2005/9/19,2014/3/31,4,7543,436,1.02685934
2006/2/27,2014/3/31,10,11959,22,0.647644452
2012/6/21,2014/3/31,9,11168,380,0.693503761
2012/10/2,2014/3/31,10,8468,104,0.914623288
2013/3/8,2014/3/31,12,10611,49,0.729903873
2011/12/4,2014/3/31,7,9958,33,0.777742519
2009/10/1,2014/3/31,13,8648,76,0.895552729
2012/1/22,2014/3/31,16,16240,71,0.476875
2012/5/26,2014/3/31,7,8721,222,0.88786607
2009/4/1,2014/3/31,9,12394,163,0.624718412
2009/5/27,2014/3/31,13,15483,70,0.50008138
2011/2/1,2014/3/31,5,9820,215,0.788455193
2007/7/3,2014/3/31,10,13231,81,0.585166654
2011/8/18,2014/3/31,11,7742,540,1
2007/8/20,2014/3/31,5,10282,550,0.752966349
2012/5/1,2014/3/31,4,8149,542,0.94995705
2012/7/20,2014/3/31,14,12827,137,0.603480159
2008/6/19,2014/3/31,6,11345,71,0.682285588
2011/7/9,2014/3/31,10,13335,50,0.580431946
2008/12/29,2014/3/31,9,11369,12,0.680796904
2006/4/10,2014/3/31,11,14095,3,0.549116708
2008/9/13,2014/3/31,9,10487,179,0.738018499
2011/8/19,2014/3/31,7,9735,250,0.795011813
2008/12/14,2014/3/31,9,11442,77,0.676400105
2009/7/4,2014/3/31,11,8985,77,0.861356706
2012/4/16,2014/3/31,8,14239,79,0.543491116
2012/9/14,2014/3/31,3,8122,561,0.952770254
2008/1/10,2014/3/31,10,10883,66,0.711028209
2012/4/11,2014/3/31,9,9163,103,0.844496344
2012/7/7,2014/3/31,10,7461,132,1.03712505
2007/10/26,2014/3/31,9,9407,78,0.822564048
2007/7/10,2014/3/31,7,9396,627,0.823499361
2011/11/21,2014/3/31,3,11001,98,0.703333333
2009/9/13,2014/3/31,5,9945,46,0.778
2005/7/27,2014/3/31,10,11512,22,0.672077832
2011/11/20,2014/3/31,19,12648,60,0.611706989
2011/1/14,2014/3/31,11,14259,275,0.542567501
2013/1/23,2014/3/31,5,11442,205,0.676088096
2010/12/22,2014/3/31,8,11659,12,0.663451411
2012/5/26,2014/3/31,9,10753,141,0.719269041
2011/4/14,2014/3/31,9,11568,137,0.668547718
2009/7/16,2014/3/31,7,9175,110,0.842874114
2005/8/2,2014/3/31,12,14370,293,0.538128045
2010/11/1,2014/3/31,13,9823,110,0.787191286
2007/5/13,2014/3/31,4,5934,163,1.30309572
2008/1/29,2014/3/31,10,16580,26,0.466377563
2012/6/7,2014/3/31,14,14790,142,0.522807978
2012/4/28,2014/3/31,8,13006,163,0.594399508
2009/8/4,2014/3/31,9,10965,32,0.704994072
2012/8/6,2014/3/31,5,9268,384,0.834074234
2009/8/16,2014/3/31,15,9769,33,0.791262156
2012/1/20,2014/3/31,8,11567,55,0.668244143
2008/3/1,2014/3/31,12,10441,64,0.740285413
2011/8/25,2014/3/31,10,15731,83,0.491293624
2012/9/21,2014/3/31,3,12415,217,0.622492147
2008/6/14,2014/3/31,20,9161,32,0.843554197
2010/12/22,2014/3/31,10,11056,9,0.69893542
2009/4/4,2014/3/31,7,10744,116,0.719126024
2012/8/8,2014/3/31,7,9167,433,0.842805716
2008/6/10,2014/3/31,6,6927,133,1.115285116
2011/1/13,2014/3/31,20,7779,6,0.993071089
2010/6/12,2014/3/31,8,11117,79,0.69488711
2011/3/30,2014/3/31,10,17234,20,0.448245329
2012/12/7,2014/3/31,7,8820,17,0.875844671
2008/10/24,2014/3/31,5,8384,482,0.921338263
2012/7/16,2014/3/31,9,13893,99,0.555982149
2013/2/18,2014/3/31,12,10447,2,0.739342395
2009/7/3,2014/3/31,9,10207,386,0.756706182
2012/10/10,2014/3/31,3,8516,391,0.906892907
2009/7/3,2014/3/31,8,12134,440,0.636480138
2012/7/25,2014/3/31,6,9777,117,0.789750435
2006/7/2,2014/3/31,10,8495,57,0.908880518
2006/11/8,2014/3/31,8,14660,258,0.526648704
2009/9/29,2014/3/31,14,10384,9,0.74348228
2011/3/2,2014/3/31,8,12875,13,0.599618641
2010/1/8,2014/3/31,7,13740,346,0.561841339
2007/8/1,2014/3/31,6,10140,540,0.761301775
2012/11/22,2014/3/31,11,9920,32,0.778142137
2011/12/9,2014/3/31,7,9475,10,0.814686016
2007/12/4,2014/3/31,12,18636,14,0.414166667
2012/1/25,2014/3/31,10,7939,13,0.972205567
2012/12/29,2014/3/31,8,8283,177,0.93178317
2005/5/3,2014/3/31,10,10595,48,0.72843983
2013/3/4,2014/3/31,8,10407,29,0.741582589
2011/12/21,2014/3/31,11,10651,20,0.724579852
2012/4/9,2014/3/31,6,7848,361,0.983333333
2010/7/29,2014/3/31,5,8799,382,0.877048528
2009/11/2,2014/3/31,8,12417,12,0.621479423
2007/8/29,2014/3/31,9,9143,191,0.84400525
2013/2/2,2014/3/31,9,15535,151,0.496639846
2008/4/29,2014/3/31,7,11243,8,0.686164725
2012/4/23,2014/3/31,7,10260,31,0.751885965
2010/10/25,2014/3/31,5,7714,426,1
2012/8/24,2014/3/31,11,10070,4,0.766036743
2006/3/1,2014/3/31,6,11708,335,0.658801674
2007/6/5,2014/3/31,8,12076,20,0.638700729
2010/9/8,2014/3/31,6,8032,228,0.960199203
2006/8/4,2014/3/31,9,12932,155,0.596245747
2007/7/28,2014/3/31,5,9835,145,0.784
2011/10/19,2014/3/31,15,11307,256,0.681903246
2011/5/28,2014/3/31,9,11505,337,0.670047805
2012/7/29,2014/3/31,7,10070,67,0.76550149
2006/3/16,2014/3/31,7,7681,67,1.003581565
2010/7/25,2014/3/31,4,10946,185,0.704228029
2008/5/25,2014/3/31,15,9140,35,0.843345733
2012/9/7,2014/3/31,8,10864,119,0.709502025
2007/6/24,2014/3/31,8,9228,1,0.835264413
2010/8/14,2014/3/31,11,10010,89,0.77
2010/5/18,2014/3/31,9,10502,86,0.733866882
2012/7/28,2014/3/31,9,16130,321,0.477768134
2008/7/14,2014/3/31,5,6209,37,1.241145112
2012/11/23,2014/3/31,6,10845,60,0.710549562
2013/3/17,2014/3/31,8,15748,83,0.489321819
2009/8/14,2014/3/31,8,10235,116,0.752781632
2012/3/30,2014/3/31,5,12944,207,0.595209363
2009/8/30,2014/3/31,14,9499,71,0.811003264
2005/8/5,2014/3/31,11,12581,39,0.612325729
2008/6/25,2014/3/31,7,10683,110,0.721096134
2011/8/19,2014/3/31,19,11020,20,0.698947368
2012/6/10,2014/3/31,6,11805,182,0.652448115
2012/3/23,2014/3/31,12,9650,65,0.798139896
2008/3/14,2014/3/31,6,17052,116,0.451666667
2013/2/16,2014/3/31,8,12434,40,0.619387164
2007/5/2,2014/3/31,7,10995,95,0.700415643
2004/11/25,2014/3/31,6,11286,223,0.682330321
2012/11/12,2014/3/31,8,13461,21,0.572074883
2013/2/23,2014/3/31,7,8852,239,0.869811342
2008/3/16,2014/3/31,8,9941,138,0.774472387
2011/5/26,2014/3/31,10,9986,267,0.770961346
2010/2/5,2014/3/31,6,11124,34,0.692074793
2012/7/20,2014/3/31,17,9122,168,0.843914712
2012/10/21,2014/3/31,6,9935,32,0.774820332
2012/6/12,2014/3/31,8,9419,186,0.817252362
2008/5/31,2014/3/31,8,11793,69,0.652721954
2006/6/9,2014/3/31,4,9812,78,0.784482267
2013/2/4,2014/3/31,9,11812,151,0.651630545
2011/12/2,2014/3/31,8,13640,138,0.564291056
2013/3/28,2014/3/31,17,12975,76,0.593202312
2010/2/2,2014/3/31,9,11942,49,0.644429744
2010/8/6,2014/3/31,6,9099,72,0.845757776
2008/6/25,2014/3/31,9,8830,132,0.871491506
2011/12/15,2014/3/31,4,6056,58,1.270680317
2012/12/5,2014/3/31,8,12333,28,0.623871726
2010/3/1,2014/3/31,8,9247,217,0.83203201
2011/7/21,2014/3/31,6,13842,94,0.555810577
2012/11/28,2014/3/31,10,9954,28,0.772894314
2011/1/13,2014/3/31,8,9616,466,0.8
2012/3/16,2014/3/31,16,11867,21,0.648145277
2007/10/1,2014/3/31,8,12763,223,0.60263496
2007/10/1,2014/3/31,7,9561,130,0.804436774
2005/9/18,2014/3/31,6,10142,339,0.75833169
2012/3/11,2014/3/31,10,13920,31,0.552479885
2011/8/24,2014/3/31,6,10859,118,0.708175707
2012/1/26,2014/3/31,14,10479,81,0.733817158
2009/4/16,2014/3/31,4,8130,61,0.945808118
2010/9/1,2014/3/31,7,14070,345,0.546510306
2007/12/2,2014/3/31,8,8781,99,0.875685002
2012/9/7,2014/3/31,11,9508,16,0.808724232
2006/6/24,2014/3/31,8,8306,190,0.925754876
2013/1/2,2014/3/31,10,12494,17,0.615376181
2013/3/9,2014/3/31,5,9756,151,0.78804838
2010/2/22,2014/3/31,11,9358,93,0.82153131
2008/10/14,2014/3/31,11,10871,20,0.707191611
2008/12/10,2014/3/31,8,9089,79,0.845837826
2012/8/22,2014/3/31,5,10359,163,0.742027223
2010/8/4,2014/3/31,6,12390,74,0.620361582
2009/12/1,2014/3/31,10,8395,428,0.915515188
2009/12/10,2014/3/31,5,9185,439,0.836766467
2012/7/5,2014/3/31,6,10290,102,0.746875607
2012/10/24,2014/3/31,8,10362,25,0.741669562
2010/2/26,2014/3/31,5,10385,400,0.74
2012/8/26,2014/3/31,4,14498,558,0.530031729
2007/12/23,2014/3/31,10,12409,22,0.619168346
2012/7/19,2014/3/31,5,8281,370,0.927689893
2010/12/6,2014/3/31,9,13621,58,0.563950518
2010/5/21,2014/3/31,8,11210,177,0.685181088
2009/2/28,2014/3/31,4,10170,10,0.755161259
2011/5/29,2014/3/31,8,11121,52,0.690580883
2007/11/27,2014/3/31,9,10904,109,0.704309428
2012/11/20,2014/3/31,8,11067,210,0.693932412
2011/9/19,2014/3/31,7,10556,562,0.727482001
2013/2/6,2014/3/31,11,13277,154,0.578389696
2006/12/30,2014/3/31,6,13652,1,0.562489013
2009/7/16,2014/3/31,7,9559,123,0.803317293
2012/1/25,2014/3/31,15,9666,205,0.794392717
2012/3/8,2014/3/31,10,10685,12,0.718631727
2010/4/23,2014/3/31,7,8693,208,0.88327735
2012/5/31,2014/3/31,10,14180,298,0.541477433
2006/11/4,2014/3/31,10,9740,9,0.788270021
2010/11/25,2014/3/31,17,12420,102,0.618095008
2009/7/23,2014/3/31,7,7756,20,0.989774368
2010/7/4,2014/3/31,10,14367,96,0.534322406
2009/2/15,2014/3/31,6,10764,294,0.713130806
2008/4/17,2014/3/31,8,9741,583,0.788009445
2012/5/31,2014/3/31,9,10940,147,0.701601463
2011/7/23,2014/3/31,9,11291,16,0.679784784
2012/8/17,2014/3/31,14,12144,2,0.632017457
2009/2/10,2014/3/31,10,9624,145,0.797481297
2005/3/26,2014/3/31,4,11072,156,0.693152999
2010/9/24,2014/3/31,5,10625,76,0.722309647
2012/2/20,2014/3/31,11,13147,36,0.583657869
2011/10/19,2014/3/31,6,12018,10,0.638453154
2011/8/14,2014/3/31,11,10701,93,0.717024577
2011/5/4,2014/3/31,12,12562,49,0.610748288
2007/10/24,2014/3/31,11,11880,163,0.645808081
2013/2/9,2014/3/31,2,7672,402,1
2006/3/20,2014/3/31,2,7672,657,1
2007/2/22,2014/3/31,9,10594,34,0.724107986
2011/12/19,2014/3/31,10,14104,94,0.543898894
2010/6/15,2014/3/31,7,9560,305,0.802373431
2008/6/15,2014/3/31,8,10729,245,0.714892348
2006/4/14,2014/3/31,3,8545,172,0.897523698
2007/12/10,2014/3/31,13,13906,174,0.551490004
2008/7/11,2014/3/31,8,11445,152,0.6700699
2010/2/23,2014/3/31,5,6049,28,1.267751694
2005/6/9,2014/3/31,12,8583,1,0.893385763
2007/3/27,2014/3/31,11,9969,84,0.76913231
2008/9/5,2014/3/31,4,7667,542,1
2013/2/7,2014/3/31,8,10460,91,0.732982792
2010/10/19,2014/3/31,4,5479,644,1.399342946
2010/12/28,2014/3/31,8,12931,69,0.592903101
2007/9/7,2014/3/31,4,9623,6,0.796685025
2012/6/12,2014/3/31,9,12606,163,0.608131049
2008/10/15,2014/3/31,6,13328,220,0.575147059
2009/11/6,2014/3/31,11,11947,30,0.641597891
2010/4/25,2014/3/31,8,12914,15,0.593542667
2012/12/12,2014/3/31,5,5971,271,1.283689499
2012/5/26,2014/3/31,8,10234,125,0.748957397
2011/10/7,2014/3/31,11,15848,44,0.483643362
2005/10/13,2014/3/31,5,14557,284,0.526513705
2011/5/19,2014/3/31,7,10280,119,0.74547179
2007/3/18,2014/3/31,8,10440,186,0.734017241
2006/8/26,2014/3/31,3,10947,647,0.7
2012/6/18,2014/3/31,8,12163,15,0.630004933
2010/3/28,2014/3/31,8,12266,10,0.62470406
2012/8/21,2014/3/31,4,9288,473,0.825
2010/9/16,2014/3/31,4,9288,484,0.825
2012/10/23,2014/3/31,4,9288,459,0.825
2006/8/17,2014/3/31,5,9318,349,0.822290191
2012/8/21,2014/3/31,5,10408,542,0.736174097
2007/2/7,2014/3/31,8,9719,81,0.788320815
2011/1/13,2014/3/31,8,11726,18,0.653392461
2012/7/30,2014/3/31,4,8095,307,0.946411365
2012/5/19,2014/3/31,5,10851,221,0.706004055
2012/7/23,2014/3/31,8,8570,9,0.893871645
2011/6/7,2014/3/31,9,12140,273,0.631008237
2012/9/3,2014/3/31,8,11887,7,0.644403971
2012/9/26,2014/3/31,11,13907,82,0.550753577
2010/12/6,2014/3/31,3,5106,589,1.5
2006/11/7,2014/3/31,8,9536,595,0.803135487
2010/8/20,2014/3/31,11,10244,164,0.74758688
2013/2/28,2014/3/31,8,10345,351,0.740231996
2008/11/28,2014/3/31,12,10653,184,0.718790951
2009/8/1,2014/3/31,7,11190,51,0.684227882
2011/7/31,2014/3/31,10,11496,269,0.665927279
2013/1/26,2014/3/31,7,8205,74,0.932923827
2012/9/5,2014/3/31,4,8603,435,0.889747762
2012/7/22,2014/3/31,16,9688,12,0.790089802
2012/9/26,2014/3/31,5,10750,41,0.712
2008/8/24,2014/3/31,10,10469,124,0.731110899
2007/7/2,2014/3/31,4,13005,540,0.588489043
2010/3/5,2014/3/31,9,9093,6,0.841633124
2010/4/5,2014/3/31,5,13361,33,0.572784223
2012/1/3,2014/3/31,9,11381,38,0.672418944
2012/5/1,2014/3/31,7,9703,349,0.788601463
2010/4/14,2014/3/31,7,9156,5,0.835714286
2007/10/7,2014/3/31,7,10228,49,0.748071959
2011/5/24,2014/3/31,9,10514,104,0.727629827
2010/11/15,2014/3/31,6,12142,446,0.629978587
2011/7/21,2014/3/31,7,8367,163,0.914137684
2008/1/22,2014/3/31,5,7715,302,0.991357097
2012/6/9,2014/3/31,11,10125,516,0.755120988
2012/11/1,2014/3/31,5,5795,97,1.31932528
2012/9/30,2014/3/31,12,11258,67,0.679101972
2010/5/20,2014/3/31,6,13060,313,0.585283308
2011/9/20,2014/3/31,10,11610,1,0.658329888
2011/5/6,2014/3/31,6,15666,560,0.487839908
2005/4/10,2014/3/31,7,10872,107,0.702931383
2010/6/22,2014/3/31,2,5420,220,1.41
2011/4/24,2014/3/31,10,9950,3,0.768055276
2006/6/13,2014/3/31,8,11261,12,0.678637776
2012/1/1,2014/3/31,9,13394,72,0.570559206
2012/1/27,2014/3/31,6,9254,89,0.825797493
2009/12/10,2014/3/31,8,8961,7,0.852792099
2011/3/29,2014/3/31,8,9137,43,0.836347817
2011/2/5,2014/3/31,9,12360,14,0.618255663
2009/8/14,2014/3/31,4,9574,111,0.798119908
2008/11/22,2014/3/31,4,11684,169,0.653984081
2006/12/27,2014/3/31,8,11926,1,0.640546705
2010/6/17,2014/3/31,9,10406,153,0.734029406
2011/11/11,2014/3/31,8,12175,134,0.627356879
2007/5/17,2014/3/31,9,13772,76,0.554588295
2010/11/19,2014/3/31,11,9340,29,0.817719486
2011/6/22,2014/3/31,5,9509,178,0.803154906
2012/12/31,2014/3/31,14,12418,20,0.615
2011/7/8,2014/3/31,9,8889,131,0.859114636
2011/11/15,2014/3/31,16,11863,15,0.643730085
2012/11/6,2014/3/31,7,18486,254,0.413006059
2011/7/8,2014/3/31,11,11232,174,0.679731125
2013/1/17,2014/3/31,2,8981,440,0.85
2010/4/5,2014/3/31,3,6047,560,1.262245742
2011/12/9,2014/3/31,5,11425,1,0.668
2009/9/20,2014/3/31,6,11113,114,0.686733555
2007/9/1,2014/3/31,8,13779,127,0.55380942
2008/10/6,2014/3/31,4,12874,416,0.592725649
2011/2/3,2014/3/31,18,11776,48,0.647916101
2010/11/28,2014/3/31,10,9662,32,0.789667771
2011/8/14,2014/3/31,9,13671,395,0.558064516
2006/6/15,2014/3/31,9,10806,111,0.706023505
2008/6/17,2014/3/31,5,12815,199,0.595311744
